Markables;Sender;Addressee;other Ps;Turn transcription;FS text;Task;autoFeedback;alloFeedback;turnManagement;timeManagement;ownCommunicationManagement;partnerCommunicationManagement;discourseStructuring;socialObligationsManagement;Comments;
sw03-0304-fs132;B;A;; {F Oh, } that's great. /;Oh,;;;;da145: turnTake;da146: stalling;;;;;;
sw03-0304-fs133;B;A;;;that's great;;da147: autoPositive (Fe: da142,da144);;;;;;;;;
sw03-0304-fs134;A;B;;{D Well, } I am a travel agent at heart,  /;Well,;;;;da148: turnTake;da149: stalling;;;;;;
sw03-0304-fs135;A;B;;;I am a travel agent at heart;da150: inform {Expansion da139};;;;;;;;;;
sw03-0304-fs136;A;B;;{C and }  my hobby is just, - /;my hobby is just;;;;;;da151: retraction;;;;;
sw03-0304-fs137;A;B;;I love traveling [ and, + and ] being involved of that and finding out more, {F uh, }  /;I love traveling and being involved in that and finding out more;da152: inform {Elaboration da150};;;;;;;;;;
sw03-0304-fs138;A;B;;;and, and;;;;;da153: stalling;;;;;;
sw03-0304-fs139;A;B;;;uh;;;;;da154: stalling;;;;;;
sw03-0304-fs140;A;B;;{C but, }  it's real hard to work in the summers and  holidays and weekends when you have four children and a husband,  /;but, it's real hard to work in the summers and  holidays and weekends when you have four children and a husband;da155: inform {Concession da152};;;;;;;;;;
sw03-0304-fs141;A;B;;{C so } --  I reluctantly gave that career up and am just substituting at the school,  /;so I reluctantly gave that career up and am just substituting at the school;da156: inform {Cause da156};;;;;;;;;;
sw03-0304-fs142;B;A;;No, kidding. /;No, kidding. ;;da157: autoPositive (Fe: da156);;;;;;;;;
sw03-0304-fs143;A;B;;{C so } I've been librarian all this week, which has been real interesting,  /;so I've been librarian all this week, which has been real interesting,  ;da158: inform {Cause da155};;;;;;;;;;
sw03-0304-fs144;A;B;;{C and } I'm enjoying it.  /;and I'm enjoying it.  ;da159: inform {Evaluation da158};;;;;;;;;;
sw03-0304-fs145;A;B;;I'm around my kids  /;I'm around my kids  ;da160: inform {Cause da159};;;;;;;;;;
sw03-0304-fs146;A;B;;{C and, };and,;;;;da161: turnKeep;;;;;;;
sw03-0304-fs147;B;A;;That's pretty easy substituting isn't it? /;That's pretty easy substituting isn't it?;da162: checkQuestion;;;;;;;;;;
sw03-0304-fs148;A;B;;{F Oh } yeah,  /;Oh yeah, ;da163: confirm (Fu: da162);;;;;;;;;;
sw03-0304-fs149;A;B;;yeah, /;yeah,;da164: confirm (Fu: da162);;;;;;;;;;
sw03-0304-fs150;B;A;;<Laughter>.;<Laughter>.;;da165: autoPositive (Fe: da162);;;;;;;;;
sw03-0304-fs151;A;B;; it's great,  /; it's great, ;da166: inform {Restatement da159};;;;;;;;;;
sw03-0304-fs152;A;B;; it's great,  /; it's great, ;da167: inform {Restatement da159};;;;;;;;;;
sw03-0304-fs153;A;B;;{C and } what else do I do,  /;and what else do I do, ;;;;;;;;da168: interactionStructuring;;;
sw03-0304-fs154;A;B;;I do lots of cross stitching when I have time -- /;I do lots of cross stitching when I have time;da169: answer (Fu: da137);;;;;;;;;;
sw03-0304-fs155;B;A;;Ooh. /;Ooh.;;da170: autoPositive (Fe: da169);;;;;;;;;
sw03-0304-fs156;A;B;;-- {C and } I enter things in our little state fair,  /;and I enter things in our little state fair,;da171: inform {Elaboration da157};;;;;;;;;;
sw03-0304-fs157;A;B;; {C and } that's pretty fun. /;and that's pretty fun.;da172: inform {Evaluation da171};;;;;;;;;;
sw03-0304-fs158;B;A;;That's great. /;That's great.;;da173: autoPositive (Fe: da169,da171);;;;;;;;;
sw03-0304-fs159;A;B;;{D Well, } {C but, }  actually my hobbies [ is +  mostly  is ] my sports. Tennis,  /;Well, but,;;;;da174: turnTake;;;;;;;
sw03-0304-fs160;A;B;;;actually my hobbies mostly  is my sports. Tennis,;da175: inform {Concession da169,da171};;;;;;;;;;
sw03-0304-fs161;;;;;is mostly is;;;;;;da176: selfCorrection;;;;;
sw03-0304-fs162;A;B;; I play tennis. /; I play tennis;da177: inform {Restatement da175};;;;;;;;;;
sw03-0304-fs163;B;A;; {F Ooh, }  I love tennis too -- /;Ooh;;;;da178: turnTake;da179: stalling;;;;;;
sw03-0304-fs164;B;A;;;I love tennis too;da180: inform {Similarity da177};;;;;;;;;;
sw03-0304-fs165;A;B;;Ooh,  /;Ooh,;;da181: autoPositive (Fe: da180);;;;;;;;;
sw03-0304-fs166;A;B;;do you? /;do you?;da182: propositionalQuestion;;;;;;;;;;
sw03-0304-fs167;B;A;;-- {C and } I [ ski, + ski, ]  /;and I ski;da183: inform {Elaboration da174};;;;;;;;;;
sw03-0304-fs168;B;A;;;ski, ski;;;;;da184: stalling;;;;;;
sw03-0304-fs169;B;A;;do you ski? /;do you ski?;da185: propositionalQuestion;;;;;;;;;;
sw03-0304-fs170;A;B;;Yes,  /;Yes,;da186: answer (Fu: da185);;;;;;;;;;
sw03-0304-fs171;A;B;;we snow ski.  /;we snow ski;da187: inform {Elaboration da186};;;;;;;;;;
sw03-0304-fs172;A;B;;We snow ski at Mount Bachelor mostly -- in Oregon, /;We snow ski at Mount Bachelor mostly, in Oregon ;da188: inform {Elaboration da187};;;;;;;;;;
sw03-0304-fs173;B;A;;{F Uh, } that's great. /;Uh,;;;;da189: turnTake;da190: stalling;;;;;;
sw03-0304-fs174;B;A;;;that's great;;da191: autoPositive (Fe: da188);;;;;;;;;
sw03-0304-fs175;A;B;;have you ever been there? /;have you ever been there?;da192: propositionalQuestion;;;;;;;;;;
sw03-0304-fs176;B;A;;No, {F uh, } /;No;da193: answer (Fu: da193);;;;;;;;;;
sw03-0304-fs177;B;A;;;uh,;;;;;da194: stalling;;;;;;
sw03-0304-fs178;A;B;;Wonderful place. /;Wonderful place.;da195: inform {Evaluation da188};;;;;;;;;;
sw03-0304-fs179;B;A;;I've skied in Colorado  /;I've skied in Colorado;da196: inform {Contrast da188};;;;;;;;;;
sw03-0304-fs180;B;A;;{C and } --;and;;;;da197: turnKeep;;;;;;;
sw03-0304-fs181;B;A;;we usually go to New Mexico because it's a little cheaper --;we usually go to New Mexico because it's a little cheaper;da198: inform {Contrast da196};;;;;;;;;;
sw03-0304-fs182;A;B;;Ooh. /;Ooh;;da199: autoPositive (Fe: da198);;;;;;;;;
sw03-0304-fs183;B;A;;{D you know} /;you know;;;da200: feedbackElicitation;;;;;;;;
sw03-0304-fs184;A;B;;Uh-huh.  /;Uh-huh;;da201: autoPositive (Fe: da198);;;;;;;;;
sw03-0304-fs185;A;B;;Where in Colorado? /;Where in Colorado?;da202: setQuestion;;;;;;;;;;
sw03-0304-fs186;B;A;;I've been to Telluride which is on the west side;I've been to Telluride which is on the west side;da203: answer (Fu: da202);;;;;;;;;;
sw03-0304-fs187;A;B;;Yes,  /;Yes,;;da204: autoPositive (Fe: da203);;;;;;;;;
sw03-0304-fs188;A;B;;Yes,  /;yes;;da205: autoPositive (Fe: da203);;;;;;;;;
sw03-0304-fs189;B;A;; -- and, {F uh, } Copper,  /;and;;;;da206: turnKeep;;;;;;;
sw03-0304-fs190;B;A;;;uh;;;;;da207: stalling;;;;;;
sw03-0304-fs191;B;A;;;Copper;da208: answer (Fu: da202) {Expansion da203};;;;;;;;;;
sw03-0304-fs192;B;A;;Copper is kind of my favorite up there.;Copper is kind of my favorite up there.;da209: inform {Expansion da208};;;;;;;;;;
sw03-0304-fs193;A;B;;Really. /;Really;;da210: autoPositive (Fe: da209);;;;;;;;;
sw03-0304-fs194;B;A;;Breckenridge --;Breckenridge;da211: answer (Fu: da202) {Expansion da203};;;;;;;;;;
sw03-0304-fs195;A;B;;Uh-huh. /;Uh-huh;;da212: autoPositive (Fe: da211);;;;;;;;;
sw03-0304-fs196;B;A;; -- and Keystone.  /;and Keystone;da213: answer (Fu: da202) {Expansion da203};;;;;;;;;;
sw03-0304-fs197;B;A;;I guess those are the only places I've skied up there. /;I guess those are the only places I've skied up there;da214: inform {Expansion da203,da208,da211,da213};;;;;;;;;;
sw03-0304-fs198;A;B;;I would love, - / I can hardly wait to get -- upthere. /;I would love, I can hardly wait to get;;;;;;da215: selfCorrection;;;;;
sw03-0304-fs199;A;B;;;I can hardly wait to get up there;da216: inform;;;;;;;;;;
sw03-0304-fs200;B;A;;Me, too. /;Me, too;da217: inform {Similarity da216};;;;;;;;;;
sw03-0304-fs201;B;A;; [ You guys, + are you guys ] getting snow? /;You guys, are you guys;;;;;;da218: selfCorrection;;;;;
sw03-0304-fs202;B;A;;;are you guys getting snow?;da219: propositionalQuestion;;;;;;;;;;
sw03-0304-fs203;A;B;;We, - /;We,;;;;;;da220: retraction;;;;;
sw03-0304-fs204;A;B;;it is snowing right now.  /;it is snowing right now;da221: answer (Fu: da219);;;;;;;;;;
sw03-0304-fs205;A;B;;We're to get one to three inches tonight. /;We're to get one to three inches tonight;da222: inform {Expansion da221};;;;;;;;;;
sw03-0304-fs206;B;A;; <Laughter> {F Oh, } gee, /; <Laughter> Oh, gee;;da223: autoPositive (Fe: da222);;;;;;;;;
sw03-0304-fs207;B;A;;I heard Aspen got three feet. /;I heard Aspen got three feet;da224: inform {Contrast da222};;;;;;;;;;
sw03-0304-fs208;A;B;;{F Oh, } yeah,  /;Oh, yeah,;;da225: autoPositive (Fe: da224);;;;;;;;;
sw03-0304-fs209;A;B;;{D well }  [  we're, + we are ]  on the dry side of the mountains.  /;well;;;;da226: turnKeep;da227: stalling;;;;;;
sw03-0304-fs210;A;B;;;we're, we are;;;;;;da228: selfCorrection;;;;;
sw03-0304-fs211;A;B;;;we are on the dry side of the mountains;da229: inform {Cause da222};;;;;;;;;;
sw03-0304-fs212;A;B;;Seattle is only about two and a half hours,  /;Seattle is only about two and a half hours;da230: inform {Expansion da229};;;;;;;;;;
sw03-0304-fs213;A;B;;{C so } of course I'm a real Seahawks fan -- /;so of course I'm a real Seahawks fan;da231: inform {Cause da230};;;;;;;;;;
sw03-0304-fs214;B;A;; Yeah. /; Yeah;;da232: autoPositive (Fe: da231);;;;;;;;;
sw03-0304-fs215;A;B;;-- {C and, }  {F um, } going over that pass is  just a real nightmare. /;and,;;;;da233: turnTake;;;;;;;
sw03-0304-fs216;A;B;;;um,;;;;;da234: stalling;;;;;;
sw03-0304-fs217;A;B;;;going over that pass is  just a real nightmare;da235: inform {Expansion da229};;;;;;;;;;
sw03-0304-fs218;B;A;; I can imagine, my lord. /; I can imagine, my lord;;da236: autoPositive (Fe: da235);;;;;;;;;
sw03-0304-fs219;A;B;;[ [ {C And, }  + {F um, } {C so, } ] + {C and } ]  we're on the colder side,  /;And,;;;;da237: turnTake;;;;;;;
sw03-0304-fs220;A;B;;;um, so, ;;;;;da238: stalling;;;;;;
sw03-0304-fs221;A;B;;;and we're on the colder side,;da239: inform {Elaboration da229};;;;;;;;;;
sw03-0304-fs222;A;B;;they're on the rainy side,  /;they're on the rainy side;da240: inform {Contrast da229};;;;;;;;;;
sw03-0304-fs223;A;B;;we're on the snowy side  /;we're on the snowy side;da241: inform {Contrast da229};;;;;;;;;;
sw03-0304-fs224;A;B;;{C and, }  {F um, } [ we, + we ] ski.  /;and,;;;;da242: turnKeep;;;;;;;
sw03-0304-fs225;A;B;;;um,;;;;;da243: stalling;;;;;;
sw03-0304-fs226;A;B;;;we, we;;;;;da244: stalling;;;;;;
sw03-0304-fs227;A;B;;;we ski;da245: inform {Expansion da241};;;;;;;;;;
sw03-0304-fs228;A;B;;[ My, + my ] children all ski -- /;My, my;;;;;da246: stalling;;;;;;
sw03-0304-fs229;A;B;;;my children all ski;da247: inform {Elaboration da245};;;;;;;;;;
sw03-0304-fs230;B;A;;{F Oh, } super. /;Oh, super;;da248: autoPositive (Fe: da247);;;;;;;;;
sw03-0304-fs231;A;B;;-- {C and } [ we've, + we have ] been to Whistler in Canada,  which is just a marvelous place,  ;we've, we have;;;;;;da249: selfCorrection;;;;;
sw03-0304-fs232;A;B;;;and we have been to Whistler in Canada,  which is just a marvelous place,  ;da250: inform {Expansion da245};;;;;;;;;;
sw03-0304-fs233;A;B;;Whistler and Black Home <<spelled phonetically>> is in Canada,  /;Whistler and Black Home <<spelled phonetically>> is in Canada;da251: inform {Elaboration da250};;;;;;;;;;
sw03-0304-fs234;A;B;; {C and then } we've gone to Sun Valley several times,  /;and then we've gone to Sun Valley several times;da252: inform {Expansion da250};;;;;;;;;;
sw03-0304-fs235;A;B;;that's [ a, + just a ] great place. But  [ no Colora-, + not in Colorado ]  /;that's just a great place. ;da253: inform {Evaluation da252};;;;;;;;;;
sw03-0304-fs236;A;B;;;But not in Colorado;da254: inform {Concession da252};;;;;;;;;;
sw03-0304-fs237;A;B;;;a, just a;;;;;;da255: selfCorrection;;;;;
sw03-0304-fs238;A;B;;;no Colora-, not in Colorado;;;;;;da256: selfCorrection;;;;;
sw03-0304-fs239;A;B;;[ since I was in college, + since I went to school, ] -/;since I was in college, since I went to school,;;;;;;da257: selfCorrection;;;;;
sw03-0304-fs240;B;A;;What about Utah? /;What about Utah?;da258: setQuestion;;;;;;;;;;
sw03-0304-fs241;A;B;; Haven't been there,  /; Haven't been there;da259: answer (Fu: da258);;;;;;;;;;
sw03-0304-fs242;A;B;;I keep hearing these marvelous things --;I keep hearing these marvelous things about Dear Valley and City;da260: inform {Cause da258};;;;;;;;;;
sw03-0304-fs243;B;A;;Yeah,  /;Yeah;;da261: autoPositive (Fe: da260);;;;;;;;;
sw03-0304-fs244;B;A;;haven't either. /;haven't either;da262: inform {Similarity da259};;;;;;;;;;
sw03-0304-fs245;A;B;;about Deer Valley  and, - / --  ((   ))  City, -/;and,;;;;da263: turnKeep;;;;;;;
sw03-0304-fs246;A;B;; {F um, } <<speaks to child>> {A don't, Adam, }  <<resumes talking to B>> {F um } --;um,;;;;;da264: stalling;;;;;;
sw03-0304-fs247;A;B;;;um;;;;da265: turnKeep;da266: stalling;;;;;;
sw03-0304-fs248;B;A;;Always want to go to [ Canada + --  -- Canada ] to Banff or somewhere like that <laughter>. /;Always want to go to Canada to Banff or somewhere like that;da267: inform {Expansion da258};;;;;;;;;;
sw03-0304-fs249;A;B;;{F Ooh, } yes.  /;Ooh, yes;;da268: autoPositive (Fe: da267);;;;;;;;;
sw03-0304-fs250;A;B;;{C And } your kids all ski? /;And your kids all ski? ;da269: propositionalQuestion;;;;;;;;;;
sw03-0304-fs251;B;A;;{F Uh, } not all of them <laughter>. /;Uh,;;;;da270: turnTake;da271: stalling;;;;;;
sw03-0304-fs252;B;A;;;not all of them;da272: answer (Fu: da268);;;;;;;;;;
sw03-0304-fs253;A;B;;Uh-huh. /;Uh-huh;;da273: autoPositive (Fe: da272);;;;;;;;;
sw03-0304-fs254;B;A;;My kids are all grown.;My kids are all grown;da274: inform {Expansion da272};;;;;;;;;;
sw03-0304-fs255;B;A;;{C But } my youngest son is a skier. /;But my youngest son is a skier;da275: inform {Concession da272};;;;;;;;;;
sw03-0304-fs256;A;B;;Really,  /;Really;;da276: autoPositive (Fe: da275);;;;;;;;;
sw03-0304-fs257;A;B;;that's great.  /;that's great;;da277: autoPositive (Fe: da275);;;;;;;;;
sw03-0304-fs258;A;B;;{D Well, } my boys are at the point where they scare their mommy to death. /;Well,;;;;da278: turnKeep;da279: stalling;;;;;;
sw03-0304-fs259;A;B;;;my boys are at the point where they scare their mommy to death;da280: inform {Contrast da274};;;;;;;;;;
sw03-0304-fs260;B;A;;Uh-huh. /;Uh-huh;;da281: autoPositive (Fe: da280);;;;;;;;;
sw03-0304-fs261;A;B;;When they're skiing they're fearless,  /;When they're skiing they're fearless;da282: inform {Elaboration da280};;;;;;;;;;
sw00-0004-fs1;A;B;;Right,  /;Right;;;;;;;;da1: opening;;;
sw00-0004-fs2;A;B;;{F uh, } {D actually } I lived over in Europe for a couple of years,  /;uh;;;;da2: turnKeep;da3: stalling;;;;;;
sw00-0004-fs3;A;B;;;actually I lived over in Europe for a couple of years;da4: inform;;;;;;;;;;
sw00-0004-fs4;A;B;;I lived in Germany  /;I lived in Germany ;da5: inform;;;;;;;;;;
sw00-0004-fs5;A;B;;{C and } in Germany they don't have the jury system.  /;and in Germany they don't have the jury system;da6: inform;;;;;;;;;;
sw00-0004-fs6;A;B;;What they do is they have, {F uh, } three judges, basically.  /;What they do is they have three judges basically;da7: inform;;;;;;;;;;
sw00-0004-fs7;A;B;;;uh;;;;;da8: stalling;;;;;;
sw00-0004-fs8;A;B;;{C And } you get up there  /;And you get up there  ;da9: inform;;;;;;;;;;
sw00-0004-fs9;A;B;;{C and } the prosecuting attorney presents his evidence  /;and the prosecuting attorney presents his evidence  ;da10: inform;;;;;;;;;;
sw00-0004-fs10;A;B;;your defense attorney presents their evidence  /;your defense attorney presents their evidence  ;da11: inform;;;;;;;;;;
sw00-0004-fs11;A;B;;those three guys take the evidence, go off, figure it out and then come back and say whether you're guilty or not. /;those three guys take the evidence go off figure it out and then come back and say whether you're guilty or not;da12: inform;;;;;;;;;;
sw00-0004-fs12;B;A;;<Sneezing> [ [ Ou-, + ou-, ] + our ] judicial system is in such total chaos. /;Ou ou our;;;;da13: turnTake;da14: stalling;;;;;;
sw00-0004-fs13;B;A;;;our judicial system is in such total chaos;da15: inform {Exemp:Set da22,da24,da26,da27,da28,da31};;;;;;;;;;
sw00-0004-fs14;A;B;;<Laughter>. /;<Laughter>;;da16: autoPositive (Fe: da15);;;;;;;;;
sw00-0004-fs15;B;A;;I think what they need to do is, they need to somehow <lipsmack> take the money out of it. /;I think what they need to do is they need to somehow take the money out of it;da17: inform;;;;;;;;;;
sw00-0004-fs16;B;A;;;<lipsmack>;;;;;da18: stalling;;;;;;
sw00-0004-fs17;B;A;;{E I mean, } when you have a man that's signed [ [ a, + a, ] + a ] statement saying he's guilty, - /;I mean;;;;;da19: stalling;;;;;;
sw00-0004-fs18;B;A;;;when you have a man that's signed a statement saying he's guilty;da20: inform;;;;;;;;;;
sw00-0004-fs19;B;A;;;a a a;;;;;da21: stalling;;;;;;
sw00-0004-fs20;B;A;;we have [ a, + a ] family called All day family.  /;we have a family called All day family;da22: inform;;;;;;;;;;
sw00-0004-fs21;B;A;;;a a;;;;;da23: stalling;;;;;;
sw00-0004-fs22;B;A;;They were all murdered. /;They were all murdered;da24: inform {Expand:Expander da22};;;;;;;;;;
sw00-0004-fs23;A;B;;Uh-huh. /;Uh-huh;;da25: autoPositive (Fe: da24);;;;;;;;;
sw00-0004-fs24;B;A;;All the people signed confessions,  /;All the people signed confessions;da26: inform {Expand:Expander da22};;;;;;;;;;
sw00-0004-fs25;B;A;;they went to a trial by jury.  /;they went to a trial by jury;da27: inform {Expand:Expander da26};;;;;;;;;;
sw00-0004-fs26;B;A;;They been trying these people now for twenty-two years, ever since I was a child. /;They been trying these people now for twentytwo years ever since I was a child;da28: inform {Expand:Expander da26};;;;;;;;;;
sw00-0004-fs27;A;B;;Wow. /;Wow;;da29: autoPositive [surprise] (Fe: da28);;;;;;;;;
sw00-0004-fs28;B;A;;{C And } what they've done is they've bought Mercedes after Mercedes after Mercedes is what they've done,  /;And;;;;da30: turnTake;;;;;;;
sw00-0004-fs29;B;A;;;what they've done is they've bought Mercedes after Mercedes after Mercedes is what they've done;da31: inform {Expand:Expander da28};;;;;;;;;;
sw00-0004-fs30;B;A;; has nothing to do with justice whatsoever. -/; has nothing to do with justice whatsoever;da32: inform {Eval:Judgement da28,da31};;;;;;;;;;
sw00-0004-fs31;A;B;;<Breathing> {D Well, } {D you know, } [ it's, + it's ] one of those things,  /;<Breathing>;;;;da33: turnTake;;;;;;;
sw00-0004-fs32;A;B;;;<Breathing> Well you know it's it's ;;;;;da34: stalling;;;;;;
sw00-0004-fs33;A;B;;;it's one of those things;;da35: autoPositve (Fe: da32);;;;;;;;;
sw00-0004-fs34;A;B;;{E I mean, } {F uh, } {F uh, } I would have to look at it.  /;I mean uh uh;;;;;da36: stalling;;;;;;
sw00-0004-fs35;A;B;;;I would have to look at it;da37: inform;;;;;;;;;;
sw00-0004-fs36;A;B;;[ I-, + if ] they did it with [ the, + {F uh, } just the ] judges,  the police have to do a lot better job of making sure that their evidence is airtight  /;I  if ;;;;;da38: stalling;;;;;;
sw00-0004-fs37;A;B;;;the just the;;;;;;da39: selfCorrection;;;;;
sw00-0004-fs38;A;B;;;uh;;;;;da40: stalling;;;;;;
sw00-0004-fs39;A;B;;;if they did it with just the judges the police have to do a lot better job of making sure that their evidence is airtight;da41: inform;;;;;;;;;;
sw00-0004-fs40;A;B;;{C because } the judges sitting in that kind of stuff day after day, they know all the procedures,  /;because the judges sitting in that kind of stuff day after day they know all the procedures;da42: inform {Cause:Reason da41};;;;;;;;;;
sw00-0004-fs41;A;B;;they know what's good and what isn't,  /;they know what's good and what isn't;da43: inform {Elab:Specific da42};;;;;;;;;;
sw00-0004-fs42;A;B;;they'd be able to say, I'm sorry,  /;they'd be able to say, I'm sorry,  /;da44: inform {Elab:Specific da42};;;;;;;;;;
sw00-0004-fs43;A;B;;you can't use this as, {F uh, } evidence, {D you know, } because it was either illegally obtained or whatever  /;you can't use this as evidence;da45: inform {Elab:Specific da42};;;;;;;;;;
sw00-0004-fs44;A;B;;;uh;;;;;da46: stalling;;;;;;
sw00-0004-fs45;A;B;;;you know;;;;;da47: stalling;;;;;;
sw00-0004-fs46;A;B;;;because it was either illegally obtained or whatever;da48: inform {Cause:Reason da45};;;;;;;;;;
sw00-0004-fs47;A;B;;{C and, } {D you know, } you wouldn't have this, {F uh, } {F uh, } theatrics where the lawyer jumps up and presents it [ to the, + to the ] jury  /;and;;;;da49: turnKeep;;;;;;;
sw00-0004-fs48;A;B;;;you know;;;;;da50: stalling;;;;;;
sw00-0004-fs49;A;B;;;you wouldn't have this theatrics where the lawyer jumps up and presents it to the jury;da51: inform;;;;;;;;;;
sw00-0004-fs50;A;B;;;uh uh;;;;;da52: stalling;;;;;;
sw00-0004-fs51;A;B;;;to the to the;;;;;da53: stalling;;;;;;
sw00-0004-fs52;A;B;;{C and then } the judge says, {F oh, } no,  /;oh;;;;;da54: stalling;;;;;;
sw00-0004-fs53;A;B;;[ d-, + disregard ] that.  /;and then the judge says no disregard that;da55: inform;;;;;;;;;;
sw00-0004-fs54;A;B;;;d disregard;;;;;da56: stalling;;;;;;
sw00-0004-fs55;A;B;;Come on, any jury's not going to  disregard the evidence, {D you know } <laughter>. /;Come on any jury's not going to  disregard the evidence you know <laughter>;da57: inform [certain];;;;;;;;;;
sw00-0004-fs56;B;A;;{F Uh, } that's true.  /;Uh;;;;;da58: stalling;;;;;;
sw00-0004-fs57;B;A;;;that's true;da59: agreement (Fu: da57);;;;;;;;;;
sw00-0004-fs58;B;A;;[ [ I, + I, ] + I ] think our judicial system is attorney welfare myself. /;I I I;;;;da60: turnKeep;da61: stalling;;;;;;
sw00-0004-fs59;B;A;;;I think our judicial system is attorney welfare myself;da62: inform;;;;;;;;;;
sw00-0004-fs60;A;B;;That may very well be. /;That may very well be;da63: agreement (Fu: da62);;;;;;;;;;
sw00-0004-fs61;B;A;;[ I, + I ] hold it in the utmost contempt. /;I I;;;;da64: turnKeep;da65: stalling;;;;;;
sw00-0004-fs62;B;A;;;I hold it in the utmost contempt;da66: inform;;;;;;;;;;
sw00-0004-fs63;A;B;;{F Uh, } /;Uh;;;;da67: turnTake;da68: stalling;;;;;;
sw00-0004-fs64;B;A;;[ [ The, + {F uh, } d-, ] + my ] favorite is the police department,  /;The d my;;;;;;da69: selfCorrection;;;;;
sw00-0004-fs65;B;A;;;uh;;;;;da70: stalling;;;;;;
sw00-0004-fs66;B;A;;;my favorite is the police department;da71: inform;;;;;;;;;;
sw00-0004-fs67;B;A;;<breathing> they're not aimed at the criminal.  /;<breathing> they're not aimed at the criminal  ;da72: inform {Cause:Reason da71};;;;;;;;;;
sw00-0004-fs68;B;A;;The judicial system is aimed at the citizens  /;The judicial system is aimed at the citizens  ;da73: inform {Substitution:Favored-alternative da72};;;;;;;;;;
sw00-0004-fs69;B;a;;{C because } you and I, we have work schedules,  /;because you and I we have work schedules;da74: inform {Cause:Reason da73};;;;;;;;;;
sw00-0004-fs70;B;A;;we can be called at work,  /;we can be called at work  ;da75: inform {Cause:Reason da73};;;;;;;;;;
sw00-0004-fs71;B;A;;we have Social Security numbers,  /;we have Social Security numbers;da76: inform {Cause:Reason da73};;;;;;;;;;
sw00-0004-fs72;B;A;;they can trace us down,  /;they can trace us down;da77: inform {Cause:Reason da73};;;;;;;;;;
sw00-0004-fs73;B;A;;we have telephones,  /;we have telephones;da78: inform {Cause:Reason da73};;;;;;;;;;
sw00-0004-fs74;B;A;;then we have checkbooks.  /;then we have checkbooks;da79: inform {Cause:Reason da73};;;;;;;;;;
sw00-0004-fs75;B;A;;Criminals have none of these things.  /; Criminals have none of these things;da80: inform {Cause:Reason da73};;;;;;;;;;
sw00-0004-fs76;B;a;;They're real difficult to catch,  /;They're real difficult to catch;da81: inform {Cause:Result da80};;;;;;;;;;
sw00-0004-fs77;B;A;;{C and } if they do catch them, they don't get any monetary gain out of it, whereas [ us, + we ] write a check. /;and if they do catch them they don't get any monetary gain out of it whereas we write a check;da82: inform {Cause:Reason da72,da73};;;;;;;;;;
sw00-0004-fs78;B;A;;;us we;;;;;;da83: selfCorrection;;;;;
sw00-0004-fs79;A;B;;Yeah. /;Yeah;da84: agreement (Fu: da82);;;;;;;;;;
sw00-0004-fs80;B;A;;{C So } where do you think they target their efforts? /;So where do you think they target their efforts? ;da85: inform;;;;;;;;;;
sw00-0004-fs81;A;B;;That's true.  /;That's true;da86: agreement (Fu: da85);;;;;;;;;;
sw00-0004-fs82;A;B;;((You'd-)), -/;((You'd));;;;da87: turnKeep;;;;;;;
sw00-0004-fs83;B;A;;They target their efforts toward the citizens --;They target their efforts toward the citizens not the criminals;da88: inform {Elab:Specific da85};;;;;;;;;;
sw00-0004-fs84;A;B;;{D Well, };Well;;;;da89: turnGrab;;;;;;;
sw00-0004-fs85;A;B;;How would you go about changing it? /;How would you go about changing it? ;da90: setQuestion;;;;;;;;;;
sw00-0004-fs86;B;A;; <Throat_clearing> {D You know, }  that's a, - /;<Throat_clearing> ;;;;da91: turnTake;;;;;;;
sw00-0004-fs87;B;A;;;<Throat_clearing> You know;;;;;da92: stalling;;;;;;
sw00-0004-fs88;B;A;;;that's a;;;;;;da93: retraction;;;;;
sw00-0004-fs89;B;A;;I've nailed the problem down  /;I've nailed the problem down  ;da94: inform;;;;;;;;;;
sw00-0004-fs90;B;A;;{C but } I, -/;but I;da95: inform;;;;;;;;;;
sw00-0004-fs91;A;B;;<Laughter>.;<Laughter>;;da96: autoPositive (Fe: da94);;;;;;;;;
sw00-0004-fs92;B;A;;<Laughter>.;<Laughter>;;;da97: alloPositive (Fe: da95);;;;;;;;
sw00-0004-fs93;A;B;;Leave the details up to somebody else, {F huh. } /;Leave the details op to somebody else;;;;;;;da98: completion (Fe: da95);;;;
sw00-0004-fs94;A;B;;;huh;;da99: checkQuestion (Fe: da98);;;;;;;;;
sw00-0004-fs95;B;A;;Yeah,  /;Yeah;;;da100: confirm (Fu: da99);;;;;;;;
sw00-0004-fs96;B;A;;I'm going to have to leave those details like, what would you do about, - /;I'm going to have to leave those details like what would you do about;da101: inform;;;;;;;;;;
sw00-0004-fs97;B;A;;I think, to begin with, [ you would h-, + you would have, ] - /;I think to begin with you would have;da102: inform;;;;;;;;;;
sw00-0004-fs98;B;A;;;you would h  you would have;;;;;;da103: selfCorrection;;;;;
sw00-0004-fs99;B;A;;{D like, } here in Atlanta area, our crime rate is just astronomical,  /;like here in Atlanta area our crime rate is just astronomical;da104: inform;;;;;;;;;;
sw00-0004-fs100;B;A;;{C yet, } you go out on the streets  /;yet you go out on the streets and they're giving speeding tickets;da105: inform {Concession:Expectation-denier da104};;;;;;;;;;
